date,adj close,close,high,low,open,volume,source,label,ticker
,000300.ss,000300.ss,000300.ss,000300.ss,000300.ss,000300.ss,,,
2021-04-14,4980.6298828125,4980.6298828125,4987.1201171875,4940.27001953125,4945.68994140625,120900,yahoo,沪深300,000300.SS
2021-04-15,4948.97021484375,4948.97021484375,4969.91015625,4900.2998046875,4969.91015625,108800,yahoo,沪深300,000300.SS
2021-04-16,4966.18017578125,4966.18017578125,4979.169921875,4917.9599609375,4966.89990234375,111200,yahoo,沪深300,000300.SS
2021-04-19,5087.02001953125,5087.02001953125,5088.2099609375,4940.75,4966.41015625,154800,yahoo,沪深300,000300.SS
2021-04-20,5083.3701171875,5083.3701171875,5119.85986328125,5058.919921875,5065.77978515625,136500,yahoo,沪深300,000300.SS
2021-04-21,5098.740234375,5098.740234375,5110.56005859375,5047.990234375,5055.240234375,124600,yahoo,沪深300,000300.SS
2021-04-22,5089.240234375,5089.240234375,5119.22021484375,5067.14013671875,5114.27978515625,121200,yahoo,沪深300,000300.SS
2021-04-23,5135.4501953125,5135.4501953125,5149.97998046875,5086.490234375,5088.830078125,122100,yahoo,沪深300,000300.SS
2021-04-26,5077.240234375,5077.240234375,5181.10986328125,5072.9599609375,5156.58984375,151400,yahoo,沪深300,000300.SS
2021-04-27,5090.52001953125,5090.52001953125,5095.97998046875,5042.60986328125,5076.64013671875,124000,yahoo,沪深300,000300.SS
2021-04-28,5119.240234375,5119.240234375,5119.4501953125,5059.259765625,5073.97021484375,120600,yahoo,沪深300,000300.SS
2021-04-29,5164.169921875,5164.169921875,5170.58984375,5113.64990234375,5128.27978515625,140100,yahoo,沪深300,000300.SS
2021-04-30,5123.490234375,5123.490234375,5163.25,5094.93017578125,5156.35986328125,160100,yahoo,沪深300,000300.SS
2021-05-06,5061.1201171875,5061.1201171875,5132.89990234375,5037.41015625,5098.7998046875,158800,yahoo,沪深300,000300.SS
2021-05-07,4996.0498046875,4996.0498046875,5093.75,4996.0400390625,5073.4599609375,172300,yahoo,沪深300,000300.SS
2021-05-10,4992.419921875,4992.419921875,5019.39013671875,4953.7001953125,5001.43994140625,170800,yahoo,沪深300,000300.SS
2021-05-11,5023.06005859375,5023.06005859375,5033.490234375,4925.919921875,4956.080078125,151500,yahoo,沪深300,000300.SS
2021-05-12,5044.5498046875,5044.5498046875,5051.169921875,4995.39990234375,5003.81982421875,126600,yahoo,沪深300,000300.SS
2021-05-13,4992.97021484375,4992.97021484375,5022.080078125,4975.4501953125,4992.35009765625,132300,yahoo,沪深300,000300.SS
2021-05-14,5110.58984375,5110.58984375,5112.97998046875,4981.2900390625,5007.6298828125,159400,yahoo,沪深300,000300.SS
2021-05-17,5184.990234375,5184.990234375,5206.68994140625,5115.31005859375,5115.31005859375,153900,yahoo,沪深300,000300.SS
2021-05-18,5187.60009765625,5187.60009765625,5201.669921875,5156.7900390625,5190.93017578125,118400,yahoo,沪深300,000300.SS
2021-05-19,5172.27001953125,5172.27001953125,5193.56005859375,5151.64013671875,5173.169921875,118700,yahoo,沪深300,000300.SS
2021-05-20,5186.41015625,5186.41015625,5201.58984375,5152.0400390625,5167.0498046875,138500,yahoo,沪深300,000300.SS
2021-05-21,5134.14990234375,5134.14990234375,5216.16015625,5123.1201171875,5199.1298828125,124800,yahoo,沪深300,000300.SS
2021-05-24,5155.58984375,5155.58984375,5155.58984375,5092.39013671875,5138.81005859375,126700,yahoo,沪深300,000300.SS
2021-05-25,5318.47998046875,5318.47998046875,5324.35986328125,5161.52001953125,5165.0400390625,183000,yahoo,沪深300,000300.SS
2021-05-26,5320.58984375,5320.58984375,5344.27978515625,5308.740234375,5326.1201171875,169600,yahoo,沪深300,000300.SS
2021-05-27,5338.22998046875,5338.22998046875,5378.47998046875,5286.0498046875,5311.3701171875,148500,yahoo,沪深300,000300.SS
2021-05-28,5321.08984375,5321.08984375,5360.27978515625,5288.64990234375,5338.72998046875,164600,yahoo,沪深300,000300.SS
2021-05-31,5331.56982421875,5331.56982421875,5331.6298828125,5281.68994140625,5318.080078125,144600,yahoo,沪深300,000300.SS
2021-06-01,5341.68017578125,5341.68017578125,5343.75,5269.259765625,5320.47021484375,143800,yahoo,沪深300,000300.SS
2021-06-02,5289.97021484375,5289.97021484375,5352.64013671875,5266.7900390625,5348.33984375,137800,yahoo,沪深300,000300.SS
2021-06-03,5255.2900390625,5255.2900390625,5314.3701171875,5255.06982421875,5285.7099609375,142000,yahoo,沪深300,000300.SS
2021-06-04,5282.27978515625,5282.27978515625,5334.490234375,5221.22998046875,5228.27978515625,144700,yahoo,沪深300,000300.SS
2021-06-07,5277.6298828125,5277.6298828125,5286.83984375,5242.9501953125,5284.89013671875,127700,yahoo,沪深300,000300.SS
2021-06-08,5232.1201171875,5232.1201171875,5319.0400390625,5201.14013671875,5276.97021484375,130600,yahoo,沪深300,000300.SS
2021-06-09,5236.4501953125,5236.4501953125,5253.35986328125,5215.35009765625,5224.9501953125,121800,yahoo,沪深300,000300.SS
2021-06-10,5271.47021484375,5271.47021484375,5299.52978515625,5229.52001953125,5236.47021484375,139000,yahoo,沪深300,000300.SS
2021-06-11,5224.7001953125,5224.7001953125,5276.10009765625,5213.60009765625,5275.75,180800,yahoo,沪深300,000300.SS
2021-06-15,5166.56005859375,5166.56005859375,5225.5,5137.41015625,5218.56005859375,142900,yahoo,沪深300,000300.SS
2021-06-16,5080.490234375,5080.490234375,5164.52001953125,5076.02001953125,5163.25,125100,yahoo,沪深300,000300.SS
2021-06-17,5101.89013671875,5101.89013671875,5123.3701171875,5073.81982421875,5074.3798828125,120500,yahoo,沪深300,000300.SS
2021-06-18,5102.47021484375,5102.47021484375,5128.02978515625,5064.919921875,5104.93017578125,148600,yahoo,沪深300,000300.SS
2021-06-21,5090.39013671875,5090.39013671875,5123.77978515625,5058.56982421875,5088.08984375,132200,yahoo,沪深300,000300.SS
2021-06-22,5122.16015625,5122.16015625,5125.81982421875,5086.27978515625,5106.06982421875,130400,yahoo,沪深300,000300.SS
2021-06-23,5147.39013671875,5147.39013671875,5171.02978515625,5109.759765625,5127.18994140625,136400,yahoo,沪深300,000300.SS
2021-06-24,5155.97021484375,5155.97021484375,5160.43017578125,5120.580078125,5156.56005859375,126700,yahoo,沪深300,000300.SS
2021-06-25,5239.97021484375,5239.97021484375,5251.60986328125,5157.47998046875,5159.7998046875,154900,yahoo,沪深300,000300.SS
2021-06-28,5251.759765625,5251.759765625,5260.64013671875,5226.22021484375,5253.60986328125,133200,yahoo,沪深300,000300.SS
2021-06-29,5190.5400390625,5190.5400390625,5248.52001953125,5182.68017578125,5248.52001953125,125200,yahoo,沪深300,000300.SS
2021-06-30,5224.0400390625,5224.0400390625,5231.43017578125,5186.6298828125,5189.3798828125,103800,yahoo,沪深300,000300.SS
2021-07-01,5229.66015625,5229.66015625,5252.259765625,5190.8798828125,5241.2001953125,127200,yahoo,沪深300,000300.SS
2021-07-02,5081.1201171875,5081.1201171875,5186.66015625,5074.35986328125,5186.66015625,130400,yahoo,沪深300,000300.SS
2021-07-05,5085.7900390625,5085.7900390625,5098.22998046875,5048.0,5073.77978515625,131200,yahoo,沪深300,000300.SS
2021-07-06,5083.10009765625,5083.10009765625,5092.2099609375,5028.509765625,5089.77978515625,140700,yahoo,沪深300,000300.SS
2021-07-07,5140.490234375,5140.490234375,5152.77001953125,5045.41015625,5052.419921875,148500,yahoo,沪深300,000300.SS
2021-07-08,5088.259765625,5088.259765625,5151.22021484375,5078.93017578125,5149.31005859375,173900,yahoo,沪深300,000300.SS
2021-07-09,5069.43994140625,5069.43994140625,5081.41015625,5006.41015625,5063.14990234375,160700,yahoo,沪深300,000300.SS
2021-07-12,5132.7099609375,5132.7099609375,5159.41015625,5070.31982421875,5108.3798828125,206200,yahoo,沪深300,000300.SS
2021-07-13,5142.10009765625,5142.10009765625,5154.0498046875,5114.93994140625,5128.60986328125,166500,yahoo,沪深300,000300.SS
2021-07-14,5083.080078125,5083.080078125,5130.75,5075.1298828125,5130.75,188400,yahoo,沪深300,000300.SS
2021-07-15,5151.4599609375,5151.4599609375,5153.81005859375,5067.68017578125,5073.259765625,181100,yahoo,沪深300,000300.SS
2021-07-16,5094.77001953125,5094.77001953125,5140.89990234375,5090.6298828125,5140.89990234375,170000,yahoo,沪深300,000300.SS
2021-07-19,5113.490234375,5113.490234375,5120.81982421875,5047.6201171875,5083.72998046875,153200,yahoo,沪深300,000300.SS
2021-07-20,5108.990234375,5108.990234375,5114.0,5067.85986328125,5080.22021484375,129300,yahoo,沪深300,000300.SS
2021-07-21,5144.0400390625,5144.0400390625,5160.5400390625,5122.2998046875,5122.77978515625,168000,yahoo,沪深300,000300.SS
2021-07-22,5151.75,5151.75,5171.2099609375,5137.8798828125,5150.39013671875,185600,yahoo,沪深300,000300.SS
2021-07-23,5089.22998046875,5089.22998046875,5145.43017578125,5080.0,5145.43017578125,216500,yahoo,沪深300,000300.SS
2021-07-26,4925.2998046875,4925.2998046875,5067.31005859375,4859.60009765625,5067.31005859375,228100,yahoo,沪深300,000300.SS
2021-07-27,4751.31005859375,4751.31005859375,4940.85986328125,4749.02978515625,4924.27978515625,236600,yahoo,沪深300,000300.SS
2021-07-28,4760.47998046875,4760.47998046875,4785.66015625,4663.89990234375,4714.2900390625,192600,yahoo,沪深300,000300.SS
2021-07-29,4850.27001953125,4850.27001953125,4857.97021484375,4800.009765625,4845.759765625,173300,yahoo,沪深300,000300.SS
2021-07-30,4811.169921875,4811.169921875,4825.7001953125,4761.0400390625,4825.7001953125,182400,yahoo,沪深300,000300.SS
2021-08-02,4933.740234375,4933.740234375,4938.81982421875,4761.4599609375,4794.81982421875,227200,yahoo,沪深300,000300.SS
2021-08-03,4934.4599609375,4934.4599609375,4957.02978515625,4890.85009765625,4909.22998046875,203500,yahoo,沪深300,000300.SS
2021-08-04,4978.85009765625,4978.85009765625,4979.2900390625,4919.66015625,4927.740234375,175500,yahoo,沪深300,000300.SS
2021-08-05,4948.669921875,4948.669921875,4997.14013671875,4921.93994140625,4946.169921875,167400,yahoo,沪深300,000300.SS
2021-08-06,4921.56005859375,4921.56005859375,4944.35009765625,4891.7998046875,4943.0400390625,154200,yahoo,沪深300,000300.SS
2021-08-09,4985.56005859375,4985.56005859375,5002.89013671875,4884.0400390625,4890.259765625,182400,yahoo,沪深300,000300.SS
2021-08-10,5043.14990234375,5043.14990234375,5043.759765625,4941.240234375,4977.81982421875,167100,yahoo,沪深300,000300.SS
2021-08-11,5015.33984375,5015.33984375,5059.7900390625,5009.97998046875,5037.080078125,182300,yahoo,沪深300,000300.SS
2021-08-12,4973.35009765625,4973.35009765625,5016.259765625,4962.97998046875,4998.06982421875,168200,yahoo,沪深300,000300.SS
2021-08-13,4945.97998046875,4945.97998046875,4993.740234375,4921.27978515625,4958.759765625,158300,yahoo,沪深300,000300.SS
2021-08-16,4941.06982421875,4941.06982421875,4973.3798828125,4931.3701171875,4935.919921875,162000,yahoo,沪深300,000300.SS
2021-08-17,4837.39990234375,4837.39990234375,4967.56005859375,4823.39013671875,4935.0,187600,yahoo,沪深300,000300.SS
2021-08-18,4894.240234375,4894.240234375,4909.5400390625,4818.89990234375,4838.47021484375,197500,yahoo,沪深300,000300.SS
2021-08-19,4862.14013671875,4862.14013671875,4893.47021484375,4839.56982421875,4886.56005859375,201700,yahoo,沪深300,000300.SS
2021-08-20,4769.27001953125,4769.27001953125,4835.14990234375,4720.830078125,4817.490234375,177600,yahoo,沪深300,000300.SS
2021-08-23,4835.8798828125,4835.8798828125,4843.81982421875,4764.009765625,4777.72998046875,167600,yahoo,沪深300,000300.SS
2021-08-24,4888.39013671875,4888.39013671875,4906.2001953125,4842.75,4844.58984375,197900,yahoo,沪深300,000300.SS
2021-08-25,4898.16015625,4898.16015625,4899.77001953125,4865.759765625,4890.52001953125,189400,yahoo,沪深300,000300.SS
2021-08-26,4801.60986328125,4801.60986328125,4892.2001953125,4798.7001953125,4892.2001953125,197600,yahoo,沪深300,000300.SS
2021-08-27,4827.0400390625,4827.0400390625,4863.47021484375,4793.58984375,4794.97021484375,183300,yahoo,沪深300,000300.SS
2021-08-30,4813.27001953125,4813.27001953125,4849.16015625,4787.2001953125,4847.02978515625,219600,yahoo,沪深300,000300.SS
2021-08-31,4805.60986328125,4805.60986328125,4821.759765625,4740.75,4803.08984375,235100,yahoo,沪深300,000300.SS
2021-09-01,4869.4599609375,4869.4599609375,4906.39990234375,4763.2998046875,4804.68994140625,326700,yahoo,沪深300,000300.SS
2021-09-02,4869.41015625,4869.41015625,4892.7001953125,4845.6201171875,4865.81982421875,267900,yahoo,沪深300,000300.SS
2021-09-03,4843.06005859375,4843.06005859375,4886.5498046875,4828.7001953125,4875.06982421875,268100,yahoo,沪深300,000300.SS
2021-09-06,4933.72998046875,4933.72998046875,4944.4501953125,4837.7900390625,4841.06005859375,240500,yahoo,沪深300,000300.SS
2021-09-07,4992.830078125,4992.830078125,5005.9599609375,4915.60986328125,4932.97998046875,244200,yahoo,沪深300,000300.SS
2021-09-08,4972.1298828125,4972.1298828125,5013.97998046875,4955.89013671875,4986.7998046875,264600,yahoo,沪深300,000300.SS
2021-09-09,4970.009765625,4970.009765625,4970.14990234375,4929.9501953125,4952.490234375,256500,yahoo,沪深300,000300.SS
2021-09-10,5013.52001953125,5013.52001953125,5042.7998046875,4962.3701171875,4967.97998046875,288300,yahoo,沪深300,000300.SS
2021-09-13,4991.66015625,4991.66015625,5029.72021484375,4964.9599609375,5006.77001953125,249900,yahoo,沪深300,000300.SS
2021-09-14,4917.16015625,4917.16015625,5000.97998046875,4907.31982421875,4989.830078125,245600,yahoo,沪深300,000300.SS
2021-09-15,4867.31982421875,4867.31982421875,4903.85009765625,4843.1201171875,4903.85009765625,188000,yahoo,沪深300,000300.SS
2021-09-16,4807.7001953125,4807.7001953125,4879.52978515625,4806.14013671875,4866.7900390625,216800,yahoo,沪深300,000300.SS
2021-09-17,4855.93994140625,4855.93994140625,4857.9599609375,4786.08984375,4797.10986328125,202000,yahoo,沪深300,000300.SS
2021-09-22,4821.77001953125,4821.77001953125,4830.85009765625,4765.22998046875,4770.72998046875,191200,yahoo,沪深300,000300.SS
2021-09-23,4853.2001953125,4853.2001953125,4877.33984375,4837.56005859375,4848.22021484375,228200,yahoo,沪深300,000300.SS
2021-09-24,4849.43017578125,4849.43017578125,4897.06005859375,4838.5400390625,4845.64013671875,207700,yahoo,沪深300,000300.SS
2021-09-27,4877.3701171875,4877.3701171875,4922.56005859375,4852.2001953125,4870.85009765625,216000,yahoo,沪深300,000300.SS
2021-09-28,4883.830078125,4883.830078125,4901.31005859375,4846.6298828125,4869.080078125,176900,yahoo,沪深300,000300.SS
2021-09-29,4833.93017578125,4833.93017578125,4868.06982421875,4799.8798828125,4846.02001953125,188200,yahoo,沪深300,000300.SS
2021-09-30,4866.3798828125,4866.3798828125,4876.06982421875,4843.9501953125,4843.9501953125,146100,yahoo,沪深300,000300.SS
2021-10-08,4929.93994140625,4929.93994140625,4937.08984375,4891.6201171875,4915.72998046875,169000,yahoo,沪深300,000300.SS
2021-10-11,4936.18994140625,4936.18994140625,4983.72998046875,4930.7099609375,4941.2900390625,163500,yahoo,沪深300,000300.SS
2021-10-12,4883.83984375,4883.83984375,4925.490234375,4840.77001953125,4920.66015625,168100,yahoo,沪深300,000300.SS
2021-10-13,4940.10986328125,4940.10986328125,4953.3701171875,4869.830078125,4880.14013671875,131100,yahoo,沪深300,000300.SS
2021-10-14,4913.60986328125,4913.60986328125,4953.919921875,4903.25,4934.259765625,119600,yahoo,沪深300,000300.SS
2021-10-15,4932.10986328125,4932.10986328125,4939.81982421875,4881.009765625,4896.56005859375,142800,yahoo,沪深300,000300.SS
2021-10-18,4874.77978515625,4874.77978515625,4922.509765625,4844.93994140625,4922.509765625,141200,yahoo,沪深300,000300.SS
2021-10-19,4922.72021484375,4922.72021484375,4928.14013671875,4868.81005859375,4869.39013671875,135300,yahoo,沪深300,000300.SS
2021-10-20,4910.18017578125,4910.18017578125,4944.02001953125,4898.3701171875,4926.77001953125,141500,yahoo,沪深300,000300.SS
2021-10-21,4928.02001953125,4928.02001953125,4946.18017578125,4893.85009765625,4914.740234375,148900,yahoo,沪深300,000300.SS
2021-10-22,4959.72998046875,4959.72998046875,4989.89013671875,4934.8701171875,4934.8701171875,143900,yahoo,沪深300,000300.SS
2021-10-25,4979.52001953125,4979.52001953125,4981.64990234375,4930.10986328125,4940.89990234375,141900,yahoo,沪深300,000300.SS
2021-10-26,4963.10009765625,4963.10009765625,5002.56982421875,4953.47998046875,4983.240234375,140900,yahoo,沪深300,000300.SS
2021-10-27,4898.16015625,4898.16015625,4949.22998046875,4884.93994140625,4949.22998046875,147100,yahoo,沪深300,000300.SS
2021-10-28,4864.14013671875,4864.14013671875,4898.66015625,4846.27978515625,4882.58984375,156600,yahoo,沪深300,000300.SS
2021-10-29,4908.77001953125,4908.77001953125,4908.77001953125,4855.759765625,4861.27001953125,159900,yahoo,沪深300,000300.SS
2021-11-01,4890.68994140625,4890.68994140625,4908.2099609375,4858.25,4878.1298828125,171600,yahoo,沪深300,000300.SS
2021-11-02,4839.85009765625,4839.85009765625,4911.22998046875,4797.89990234375,4886.18017578125,185400,yahoo,沪深300,000300.SS
2021-11-03,4821.10986328125,4821.10986328125,4858.7099609375,4804.3701171875,4835.81005859375,142800,yahoo,沪深300,000300.SS
2021-11-04,4868.740234375,4868.740234375,4873.93994140625,4834.740234375,4841.08984375,132600,yahoo,沪深300,000300.SS
2021-11-05,4842.35009765625,4842.35009765625,4889.68017578125,4841.740234375,4858.89990234375,147800,yahoo,沪深300,000300.SS
2021-11-08,4848.18017578125,4848.18017578125,4866.080078125,4827.68994140625,4841.14990234375,137400,yahoo,沪深300,000300.SS
2021-11-09,4846.740234375,4846.740234375,4870.7900390625,4818.5400390625,4858.25,118400,yahoo,沪深300,000300.SS
2021-11-10,4821.18994140625,4821.18994140625,4832.7998046875,4754.0,4832.7998046875,135100,yahoo,沪深300,000300.SS
2021-11-11,4898.64990234375,4898.64990234375,4898.64990234375,4809.10986328125,4814.77001953125,160500,yahoo,沪深300,000300.SS
2021-11-12,4888.3701171875,4888.3701171875,4909.080078125,4875.35009765625,4902.93017578125,132700,yahoo,沪深300,000300.SS
2021-11-15,4882.3798828125,4882.3798828125,4906.330078125,4863.39990234375,4894.41015625,121800,yahoo,沪深300,000300.SS
2021-11-16,4883.31982421875,4883.31982421875,4915.3701171875,4876.5,4880.89990234375,127300,yahoo,沪深300,000300.SS
2021-11-17,4885.75,4885.75,4891.52001953125,4864.52001953125,4883.25,108500,yahoo,沪深300,000300.SS
2021-11-18,4837.6201171875,4837.6201171875,4871.419921875,4830.41015625,4871.419921875,114500,yahoo,沪深300,000300.SS
2021-11-19,4890.06005859375,4890.06005859375,4892.81005859375,4829.56982421875,4832.06005859375,127200,yahoo,沪深300,000300.SS
2021-11-22,4912.39990234375,4912.39990234375,4919.0,4893.27001953125,4895.39013671875,138100,yahoo,沪深300,000300.SS
2021-11-23,4913.35009765625,4913.35009765625,4927.52001953125,4896.8798828125,4905.759765625,154300,yahoo,沪深300,000300.SS
2021-11-24,4916.66015625,4916.66015625,4935.490234375,4899.60986328125,4914.02978515625,137200,yahoo,沪深300,000300.SS
2021-11-25,4896.43994140625,4896.43994140625,4921.330078125,4891.72998046875,4917.60986328125,116000,yahoo,沪深300,000300.SS
2021-11-26,4860.1298828125,4860.1298828125,4886.9501953125,4850.81005859375,4886.9501953125,120400,yahoo,沪深300,000300.SS
2021-11-29,4851.419921875,4851.419921875,4858.52978515625,4818.7099609375,4820.009765625,133600,yahoo,沪深300,000300.SS
2021-11-30,4832.02978515625,4832.02978515625,4871.25,4810.22021484375,4857.18017578125,129600,yahoo,沪深300,000300.SS
2021-12-01,4843.85009765625,4843.85009765625,4844.52001953125,4823.93017578125,4831.89013671875,123100,yahoo,沪深300,000300.SS
2021-12-02,4856.16015625,4856.16015625,4866.85009765625,4830.31982421875,4839.91015625,148100,yahoo,沪深300,000300.SS
2021-12-03,4901.02001953125,4901.02001953125,4901.02001953125,4853.35009765625,4856.97998046875,144100,yahoo,沪深300,000300.SS
2021-12-06,4892.6201171875,4892.6201171875,4943.89990234375,4888.68994140625,4909.43017578125,173600,yahoo,沪深300,000300.SS
2021-12-07,4922.10009765625,4922.10009765625,4934.10009765625,4895.22021484375,4930.830078125,179100,yahoo,沪深300,000300.SS
2021-12-08,4995.93017578125,4995.93017578125,4995.93017578125,4915.7900390625,4934.41015625,157500,yahoo,沪深300,000300.SS
2021-12-09,5078.68994140625,5078.68994140625,5114.5,4999.41015625,5000.68994140625,220600,yahoo,沪深300,000300.SS
2021-12-10,5055.1201171875,5055.1201171875,5060.06005859375,5035.81005859375,5046.27001953125,193700,yahoo,沪深300,000300.SS
2021-12-13,5083.7998046875,5083.7998046875,5143.83984375,5079.72998046875,5090.02001953125,211800,yahoo,沪深300,000300.SS
2021-12-14,5049.7001953125,5049.7001953125,5075.2099609375,5038.85986328125,5066.35009765625,159100,yahoo,沪深300,000300.SS
2021-12-15,5005.89990234375,5005.89990234375,5060.3701171875,5003.77978515625,5036.27978515625,150500,yahoo,沪深300,000300.SS
2021-12-16,5034.72998046875,5034.72998046875,5034.72998046875,4987.22021484375,5006.60986328125,144100,yahoo,沪深300,000300.SS
2021-12-17,4954.759765625,4954.759765625,5022.10986328125,4954.759765625,5021.33984375,149000,yahoo,沪深300,000300.SS
2021-12-20,4880.419921875,4880.419921875,4971.669921875,4872.68017578125,4934.97021484375,169700,yahoo,沪深300,000300.SS
2021-12-21,4913.490234375,4913.490234375,4917.7998046875,4872.9501953125,4876.509765625,143300,yahoo,沪深300,000300.SS
2021-12-22,4914.4501953125,4914.4501953125,4936.669921875,4903.169921875,4924.580078125,133300,yahoo,沪深300,000300.SS
2021-12-23,4948.740234375,4948.740234375,4948.740234375,4906.75,4924.2900390625,139600,yahoo,沪深300,000300.SS
2021-12-24,4921.33984375,4921.33984375,4964.91015625,4905.97998046875,4953.06005859375,142700,yahoo,沪深300,000300.SS
2021-12-27,4919.31982421875,4919.31982421875,4939.68994140625,4894.16015625,4918.14990234375,124100,yahoo,沪深300,000300.SS
2021-12-28,4955.9599609375,4955.9599609375,4959.14013671875,4913.60009765625,4923.68994140625,130500,yahoo,沪深300,000300.SS
2021-12-29,4883.47998046875,4883.47998046875,4958.64990234375,4883.47998046875,4958.64990234375,113600,yahoo,沪深300,000300.SS
2021-12-30,4921.509765625,4921.509765625,4940.18017578125,4878.64990234375,4882.16015625,121600,yahoo,沪深300,000300.SS
2021-12-31,4940.3701171875,4940.3701171875,4950.35986328125,4923.14013671875,4937.4599609375,121300,yahoo,沪深300,000300.SS
2022-01-04,4917.77001953125,4917.77001953125,4961.4501953125,4874.52978515625,4957.97998046875,151500,yahoo,沪深300,000300.SS
2022-01-05,4868.1201171875,4868.1201171875,4916.27978515625,4851.97998046875,4907.93017578125,178800,yahoo,沪深300,000300.SS
2022-01-06,4818.22998046875,4818.22998046875,4857.56005859375,4786.43017578125,4842.16015625,157700,yahoo,沪深300,000300.SS
2022-01-07,4822.3701171875,4822.3701171875,4856.64990234375,4818.18994140625,4824.31982421875,187100,yahoo,沪深300,000300.SS
2022-01-10,4844.0498046875,4844.0498046875,4844.39013671875,4780.81982421875,4812.22998046875,156200,yahoo,沪深300,000300.SS
2022-01-11,4797.77001953125,4797.77001953125,4850.8798828125,4791.89013671875,4840.009765625,146900,yahoo,沪深300,000300.SS
2022-01-12,4845.580078125,4845.580078125,4852.72998046875,4810.919921875,4818.89013671875,143200,yahoo,沪深300,000300.SS
2022-01-13,4765.919921875,4765.919921875,4853.06005859375,4765.240234375,4853.02978515625,142500,yahoo,沪深300,000300.SS
2022-01-14,4726.72998046875,4726.72998046875,4764.0498046875,4723.93994140625,4743.91015625,146900,yahoo,沪深300,000300.SS
2022-01-17,4767.27978515625,4767.27978515625,4775.240234375,4726.7099609375,4728.759765625,115300,yahoo,沪深300,000300.SS
2022-01-18,4813.35009765625,4813.35009765625,4826.2998046875,4747.919921875,4766.77978515625,150900,yahoo,沪深300,000300.SS
2022-01-19,4780.3798828125,4780.3798828125,4828.75,4755.93017578125,4815.81005859375,133900,yahoo,沪深300,000300.SS
2022-01-20,4823.509765625,4823.509765625,4845.0,4777.56982421875,4778.259765625,165000,yahoo,沪深300,000300.SS
2022-01-21,4779.31005859375,4779.31005859375,4818.31005859375,4762.56005859375,4808.77001953125,139000,yahoo,沪深300,000300.SS
2022-01-24,4786.740234375,4786.740234375,4801.10009765625,4746.4501953125,4753.93994140625,114500,yahoo,沪深300,000300.SS
